Date,Sender,Reason,Candidate Amount,Candidate Type,Candidate Party,Reference,Raw SMS
2025-07-10 17:55,16216,SMS could not be parsed: NotATransaction,,,,,"Cash-In from A/C: ***106 Tk1,500.00 Fee: Tk.00, Your A/C Balance: Tk1,505.00.TxnId:5553192157 Date:10-JUL-25 05:55:12 pm. Download https://bit.ly/nexuspay"
2025-07-10 08:58,Telecharge,Multiple matching accounts,10.00,Expense,,,Transaction ID is 000107085508 . 8801553947096 has recharged your account with 10.00 Taka.
2025-07-10 08:58,16216,Multiple matching accounts,10.00,Expense,,5551120271,"Tk10.00 debited to recharge mobile 01581047578, Your A/C Balance:Tk5.00 TxnId: 5551120271 Date:10-JUL-25 08:58:11 am. Pls download https://bit.ly/nexuspay"
2025-07-10 08:57,16216,Multiple matching accounts,40.00,Expense,,5551119999,"Tk40.00 debited to recharge mobile 01604711175, Your A/C Balance:Tk15.00 TxnId: 5551119999 Date:10-JUL-25 08:57:10 am. Pls download https://bit.ly/nexuspay"
2025-07-08 20:46,16216,SMS could not be parsed: NotATransaction,,,,,"Cash-In from A/C: ***106 Tk100.00 Fee: Tk.00, Your A/C Balance: Tk105.00.TxnId:5546052721 Date:08-JUL-25 08:46:36 pm. Download https://bit.ly/nexuspay"
2025-07-07 17:29,Telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 000105921747 . 1513925418 has recharged your account with 30.00 Taka.
2025-07-06 18:53,Telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 000105532138 . 1513925415 has recharged your account with 30.00 Taka.
2025-07-06 12:59,Telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 000105399667 . 1513925418 has recharged your account with 20.00 Taka.
2025-07-04 10:09,16216,Multiple matching accounts,30.00,Expense,,5532820906,"Tk30.00 debited to recharge mobile 01604711175, Your A/C Balance:Tk55.00 TxnId: 5532820906 Date:04-JUL-25 10:09:25 am. Pls download https://bit.ly/nexuspay"
2025-07-04 10:08,16216,Multiple matching accounts,20.00,Expense,,5532875105,"Tk20.00 debited to recharge mobile 01624748290, Your A/C Balance:Tk85.00 TxnId: 5532875105 Date:04-JUL-25 10:08:55 am. Pls download https://bit.ly/nexuspay"
2025-07-04 10:07,16216,Multiple matching accounts,20.00,Expense,,5532873924,"Tk20.00 debited to recharge mobile 01581047578, Your A/C Balance:Tk105.00 TxnId: 5532873924 Date:04-JUL-25 10:07:10 am. Pls download https://bit.ly/nexuspay"
2025-07-04 10:07,Telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 000104508979 . 8801553947096 has recharged your account with 20.00 Taka.
2025-07-03 19:15,Telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 000104298348 . 1513925418 has recharged your account with 30.00 Taka.
2025-07-02 19:19,Telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 000103842639 . 1513925418 has recharged your account with 20.00 Taka.
2025-06-29 22:25,16216,Multiple matching accounts,30.00,Expense,,5522380263,"Tk30.00 debited to recharge mobile 01604711175, Your A/C Balance:Tk5.00 TxnId: 5522380263 Date:29-JUN-25 10:25:50 pm. Pls download https://bit.ly/nexuspay"
2025-06-29 22:25,Telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 000102607758 . 8801553947096 has recharged your account with 20.00 Taka.
2025-06-29 22:25,16216,Multiple matching accounts,20.00,Expense,,5522285550,"Tk20.00 debited to recharge mobile 01581047578, Your A/C Balance:Tk35.00 TxnId: 5522285550 Date:29-JUN-25 10:25:31 pm. Pls download https://bit.ly/nexuspay"
2025-06-29 22:22,16216,SMS could not be parsed: NotATransaction,,,,,"Cash-In from A/C: ***106 Tk100.00 Fee: Tk.00, Your A/C Balance: Tk105.00.TxnId:5522283435 Date:29-JUN-25 10:22:45 pm. Download https://bit.ly/nexuspay"
2025-06-26 10:58,Telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 000100976434 . 1513925418 has recharged your account with 30.00 Taka.
2025-06-22 21:30,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0622205341161668. 1513925418 has recharged your account with 20 Taka. 
2025-06-17 20:34,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0617194625188843. 1513925418 has recharged your account with 20 Taka. 
2025-06-16 20:33,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0616195700113491. 1513925415 has recharged your account with 20 Taka. 
2025-06-15 09:43,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0615090752114061. 1513905199 has recharged your account with 20 Taka. 
2025-06-11 11:03,16216,Multiple matching accounts,30.00,Expense,,5477550802,"Tk30.00 debited to recharge mobile 01604711175, Your A/C Balance:Tk5.00 TxnId: 5477550802 Date:11-JUN-25 11:03:04 am. Pls download https://bit.ly/nexuspay"
2025-06-11 11:01,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0611102552195372. 1553947096 has recharged your account with 20 Taka. 
2025-06-11 11:01,16216,Multiple matching accounts,20.00,Expense,,5477329021,"Tk20.00 debited to recharge mobile 01581047578, Your A/C Balance:Tk35.00 TxnId: 5477329021 Date:11-JUN-25 11:01:31 am. Pls download https://bit.ly/nexuspay"
2025-06-11 10:45,+8801969926075,Multiple matching accounts,500.00,Expense,DPDC,,"Dear Customer, Tk. 500 (Details : Energy Cost:478.56,VAT:23.81:Rebate Amount-2.37) is successfully recharged for Meter no 70039035 and Customer no 32205988. Your meter balance is Tk. 371.23 as on 2025-06-11.  Thanking You,  DPDC."
2025-06-11 10:44,16216,SMS could not be parsed: NotATransaction,,,,,Tk500.00 paid to DPDC Id 1011 Bill No 32205988 TxnId:5477321842 Fee: Tk.00 Date:11-JUN-25 10:44:55 am.
2025-06-11 10:36,16216,SMS could not be parsed: NotATransaction,,,,,"Cash-In from A/C: ***302 Tk600.00 Fee: Tk.00, Your A/C Balance: Tk605.00.TxnId:5477513622 Date:11-JUN-25 10:36:31 am. Download https://bit.ly/nexuspay"
2025-06-08 10:01,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0608091116177208. 1513925316 has recharged your account with 30 Taka. 
2025-06-06 13:16,telecharge,Multiple matching accounts,40.00,Expense,,,Transaction ID is 0606120214195649. 1513925317 has recharged your account with 40 Taka. 
2025-06-04 23:34,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0604225838199306. 1513925418 has recharged your account with 30 Taka. 
2025-06-03 09:26,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0603085027103512. 1513925418 has recharged your account with 30 Taka. 
2025-06-01 13:46,telecharge,Multiple matching accounts,100.00,Expense,,,Transaction ID is 0601131104159137. 1553972530 has recharged your account with 100 Taka. 
2025-05-30 16:06,telecharge,Multiple matching accounts,100.00,Expense,,,Transaction ID is 0530153040107748. 1553972530 has recharged your account with 100 Taka. 
2025-05-29 21:08,telecharge,Multiple matching accounts,40.00,Expense,,,Transaction ID is 0529203241146458. 1553972530 has recharged your account with 40 Taka. 
2025-05-29 20:22,telecharge,Multiple matching accounts,10.00,Expense,,,Transaction ID is 0529194653136304. 1513925418 has recharged your account with 10 Taka. 
2025-05-29 10:17,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0529094210108649. 1513925418 has recharged your account with 20 Taka. 
2025-05-28 09:10,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0528083535124442. 1513925418 has recharged your account with 20 Taka. 
2025-05-26 21:52,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0526211702144371. 1513925418 has recharged your account with 30 Taka. 
2025-05-25 19:28,+8801969926075,Multiple matching accounts,500.00,Expense,DPDC,,"Dear Customer, Tk. 500 (Details : Energy Cost:478.56,VAT:23.81:Rebate Amount-2.37) is successfully recharged for Meter no 70039035 and Customer no 32205988. Your meter balance is Tk. 358.24 as on 2025-05-25.  Thanking You,  DPDC."
2025-05-25 19:28,16216,SMS could not be parsed: NotATransaction,,,,,Tk500.00 paid to DPDC Id 1011 Bill No 32205988 TxnId:5425925109 Fee: Tk.00 Date:25-MAY-25 07:28:28 pm.
2025-05-25 19:22,16216,SMS could not be parsed: NotATransaction,,,,,"Cash-In from A/C: ***106 Tk500.00 Fee: Tk.00, Your A/C Balance: Tk505.00.TxnId:5425989808 Date:25-MAY-25 07:22:23 pm. Download https://bit.ly/nexuspay"
2025-05-25 08:41,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0525080615159689. 1513925418 has recharged your account with 30 Taka. 
2025-05-19 13:49,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0519131427117407. 1553917720 has recharged your account with 30 Taka. 
2025-05-18 21:38,16216,Multiple matching accounts,20.00,Expense,,5407273371,"Tk20.00 debited to recharge mobile 01581047578, Your A/C Balance:Tk5.00 TxnId: 5407273371 Date:18-MAY-25 09:38:34 pm. Pls download https://bit.ly/nexuspay"
2025-05-18 21:38,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0518210357178592. 1553947096 has recharged your account with 20 Taka. 
2025-05-18 21:06,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0518203205157822. 1553947096 has recharged your account with 20 Taka. 
2025-05-18 21:06,16216,Multiple matching accounts,20.00,Expense,,5407335621,"Tk20.00 debited to recharge mobile 01581047578, Your A/C Balance:Tk25.00 TxnId: 5407335621 Date:18-MAY-25 09:06:41 pm. Pls download https://bit.ly/nexuspay"
2025-05-18 00:49,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0518001503132663. 1553947096 has recharged your account with 20 Taka. 
2025-05-18 00:49,16216,Multiple matching accounts,20.00,Expense,,5405299985,"Tk20.00 debited to recharge mobile 01581047578, Your A/C Balance:Tk45.00 TxnId: 5405299985 Date:18-MAY-25 12:49:37 am. Pls download https://bit.ly/nexuspay"
2025-05-17 21:54,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0517211902183498. 1553947096 has recharged your account with 20 Taka. 
2025-05-17 21:53,16216,Multiple matching accounts,20.00,Expense,,5405039891,"Tk20.00 debited to recharge mobile 01581047578, Your A/C Balance:Tk65.00 TxnId: 5405039891 Date:17-MAY-25 09:53:36 pm. Pls download https://bit.ly/nexuspay"
2025-05-16 22:27,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0516215058136771. 1553947096 has recharged your account with 20 Taka. 
2025-05-16 22:25,16216,Multiple matching accounts,20.00,Expense,,5402986638,"Tk20.00 debited to recharge mobile 01581047578, Your A/C Balance:Tk85.00 TxnId: 5402986638 Date:16-MAY-25 10:25:29 pm. Pls download https://bit.ly/nexuspay"
2025-05-16 22:25,16216,SMS could not be parsed: NotATransaction,,,,,"Cash-In from A/C: ***106 Tk100.00 Fee: Tk.00, Your A/C Balance: Tk105.00.TxnId:5402952275 Date:16-MAY-25 10:24:58 pm. Download https://bit.ly/nexuspay"
2025-05-16 19:02,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0516182810165329. 1513925418 has recharged your account with 20 Taka. 
2025-05-15 10:44,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0515100944191922. 1513925418 has recharged your account with 20 Taka. 
2025-05-14 17:35,16216,Multiple matching accounts,20.00,Expense,,5397193330,"Tk20.00 debited to recharge mobile 01581047578, Your A/C Balance:Tk5.00 TxnId: 5397193330 Date:14-MAY-25 05:34:55 pm. Pls download https://bit.ly/nexuspay"
2025-05-14 17:34,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0514170030102661. 1553947096 has recharged your account with 20 Taka. 
2025-05-13 21:16,16216,Multiple matching accounts,20.00,Expense,,5395334021,"Tk20.00 debited to recharge mobile 01974627067, Your A/C Balance:Tk25.00 TxnId: 5395334021 Date:13-MAY-25 09:16:18 pm. Pls download https://bit.ly/nexuspay"
2025-05-12 20:04,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0512192922121021. 1553947096 has recharged your account with 20 Taka. 
2025-05-12 20:03,16216,Multiple matching accounts,20.00,Expense,,5392165841,"Tk20.00 debited to recharge mobile 01581047578, Your A/C Balance:Tk45.00 TxnId: 5392165841 Date:12-MAY-25 08:03:42 pm. Pls download https://bit.ly/nexuspay"
2025-05-11 23:03,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0511222832149552. 1553947096 has recharged your account with 20 Taka. 
2025-05-11 23:02,16216,Multiple matching accounts,20.00,Expense,,5389808185,"Tk20.00 debited to recharge mobile 01581047578, Your A/C Balance:Tk65.00 TxnId: 5389808185 Date:11-MAY-25 11:02:50 pm. Pls download https://bit.ly/nexuspay"
2025-05-11 21:53,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0511211932156159. 1553947096 has recharged your account with 20 Taka. 
2025-05-11 21:53,16216,Multiple matching accounts,20.00,Expense,,5389634266,"Tk20.00 debited to recharge mobile 01581047578, Your A/C Balance:Tk85.00 TxnId: 5389634266 Date:11-MAY-25 09:53:50 pm. Pls download https://bit.ly/nexuspay"
2025-05-11 20:25,16216,SMS could not be parsed: NotATransaction,,,,,"Cash-In from A/C: ***106 Tk100.00 Fee: Tk.00, Your A/C Balance: Tk105.00.TxnId:5389318014 Date:11-MAY-25 08:25:17 pm. Download https://bit.ly/nexuspay"
2025-05-10 11:52,telecharge,Multiple matching accounts,50.00,Expense,,,Transaction ID is 0510111820183226. 1513925415 has recharged your account with 50 Taka. 
2025-05-10 09:54,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0510091958193564. 1513925418 has recharged your account with 20 Taka. 
2025-05-09 23:32,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0509225753132961. 1513925418 has recharged your account with 30 Taka. 
2025-05-09 09:02,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0509082817108631. 1553936735 has recharged your account with 30 Taka. 
2025-05-08 13:21,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0508124647137153. 1513925415 has recharged your account with 20 Taka. 
2025-05-08 12:21,+8801969926075,Multiple matching accounts,1000.00,Expense,DPDC,,"Dear Customer, Tk. 1000 (Details : Energy Cost:957.12,VAT:47.62:Rebate Amount-4.74) is successfully recharged for Meter no 70039035 and Customer no 32205988. Your meter balance is Tk. 581.75 as on 2025-05-08.  Thanking You,  DPDC."
2025-05-08 12:21,16216,SMS could not be parsed: NotATransaction,,,,,"Tk1,000.00 paid to DPDC Id 1011 Bill No 32205988 TxnId:5377390354 Fee: Tk.00 Date:08-MAY-25 12:21:02 pm."
2025-05-08 12:19,16216,SMS could not be parsed: NotATransaction,,,,,"Cash-In from A/C: ***106 Tk1,000.00 Fee: Tk.00, Your A/C Balance: Tk1,005.00.TxnId:5377500799 Date:08-MAY-25 12:19:49 pm. Download https://bit.ly/nexuspay"
2025-05-04 21:46,telecharge,Multiple matching accounts,120.00,Expense,,,Transaction ID is 0504211212162807. 1553983814 has recharged your account with 120 Taka. 
2025-05-04 13:33,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0504125855155547. 1513925418 has recharged your account with 30 Taka. 
2025-05-03 19:20,16216,Multiple matching accounts,20.00,Expense,,5364680642,"Tk20.00 debited to recharge mobile 01581047578, Your A/C Balance:Tk5.00 TxnId: 5364680642 Date:03-MAY-25 07:19:41 pm. Pls download https://bit.ly/nexuspay"
2025-05-03 19:20,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0503184546178197. 1553947096 has recharged your account with 20 Taka. 
2025-05-03 16:13,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0503153920179798. 1553947096 has recharged your account with 20 Taka. 
2025-05-03 16:13,16216,Multiple matching accounts,20.00,Expense,,5364068340,"Tk20.00 debited to recharge mobile 01581047578, Your A/C Balance:Tk25.00 TxnId: 5364068340 Date:03-MAY-25 04:13:15 pm. Pls download https://bit.ly/nexuspay"
2025-05-02 21:53,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0502210551161042. 1553947096 has recharged your account with 20 Taka. 
2025-05-02 21:39,16216,Multiple matching accounts,20.00,Expense,,5363053099,"Tk20.00 debited to recharge mobile 01581047578, Your A/C Balance:Tk45.00 TxnId: 5363053099 Date:02-MAY-25 09:39:44 pm. Pls download https://bit.ly/nexuspay"
2025-05-02 17:28,16216,Multiple matching accounts,20.00,Expense,,5362732763,"Tk20.00 debited to recharge mobile 01581047578, Your A/C Balance:Tk65.00 TxnId: 5362732763 Date:02-MAY-25 05:28:13 pm. Pls download https://bit.ly/nexuspay"
2025-05-02 17:28,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0502165421190488. 1553947096 has recharged your account with 20 Taka. 
2025-05-02 16:47,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0502161257121316. 1553947096 has recharged your account with 20 Taka. 
2025-05-02 16:47,16216,Multiple matching accounts,20.00,Expense,,5362422828,"Tk20.00 debited to recharge mobile 01581047578, Your A/C Balance:Tk85.00 TxnId: 5362422828 Date:02-MAY-25 04:46:49 pm. Pls download https://bit.ly/nexuspay"
2025-05-01 22:03,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0501212904113038. 1553947096 has recharged your account with 30 Taka. 
2025-05-01 22:03,16216,Multiple matching accounts,30.00,Expense,,5361595084,"Tk30.00 debited to recharge mobile 01581047578, Your A/C Balance:Tk105.00 TxnId: 5361595084 Date:01-MAY-25 10:02:55 pm. Pls download https://bit.ly/nexuspay"
2025-05-01 18:54,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0501182030189949. 1553947096 has recharged your account with 20 Taka. 
2025-05-01 18:54,16216,Multiple matching accounts,20.00,Expense,,5361093429,"Tk20.00 debited to recharge mobile 01581047578, Your A/C Balance:Tk135.00 TxnId: 5361093429 Date:01-MAY-25 06:54:20 pm. Pls download https://bit.ly/nexuspay"
2025-05-01 00:03,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0430232904187431. 1553947096 has recharged your account with 20 Taka. 
2025-05-01 00:02,16216,Multiple matching accounts,20.00,Expense,,5359622262,"Tk20.00 debited to recharge mobile 01581047578, Your A/C Balance:Tk155.00 TxnId: 5359622262 Date:01-MAY-25 12:02:53 am. Pls download https://bit.ly/nexuspay"
2025-04-30 21:52,16216,Multiple matching accounts,30.00,Expense,,5359439097,"Tk30.00 debited to recharge mobile 01581047578, Your A/C Balance:Tk175.00 TxnId: 5359439097 Date:30-APR-25 09:51:45 pm. Pls download https://bit.ly/nexuspay"
2025-04-30 21:52,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0430211757173697. 1553947096 has recharged your account with 30 Taka. 
2025-04-30 20:28,16216,SMS could not be parsed: NotATransaction,,,,,"Cash-In from A/C: ***106 Tk200.00 Fee: Tk.00, Your A/C Balance: Tk205.00.TxnId:5359113212 Date:30-APR-25 08:28:44 pm. Download https://bit.ly/nexuspay"
2025-04-30 16:31,16216,Multiple matching accounts,30.00,Expense,,5358382966,"Tk30.00 debited to recharge mobile 01581047578, Your A/C Balance:Tk5.00 TxnId: 5358382966 Date:30-APR-25 04:31:00 pm. Pls download https://bit.ly/nexuspay"
2025-04-30 16:31,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0430155712142877. 1553947096 has recharged your account with 30 Taka. 
2025-04-29 20:35,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0429200054180948. 1513925418 has recharged your account with 30 Taka. 
2025-04-29 17:36,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0429170221192471. 1513925418 has recharged your account with 20 Taka. 
2025-04-28 18:30,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0428175608140042. 1513925418 has recharged your account with 30 Taka. 
2025-04-26 13:16,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0426124213198369. 1513925418 has recharged your account with 30 Taka. 
2025-04-25 11:59,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0425112609131017. 1553983814 has recharged your account with 20 Taka. 
2025-04-24 11:20,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0424104632116398. 1513925418 has recharged your account with 30 Taka. 
2025-04-19 22:22,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0419214828167196. 1513925418 has recharged your account with 30 Taka. 
2025-04-19 19:57,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0419192405105708. 1553951638 has recharged your account with 20 Taka. 
2025-04-18 23:20,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0418224659178668. 1513925418 has recharged your account with 30 Taka. 
2025-04-17 14:48,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0417141405103426. 1513925418 has recharged your account with 30 Taka. 
2025-04-16 08:38,telecharge,Multiple matching accounts,50.00,Expense,,,Transaction ID is 0416080320156507. 1513925317 has recharged your account with 50 Taka. 
2025-04-15 14:51,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0415141833134281. 1513925415 has recharged your account with 30 Taka. 
2025-04-14 11:00,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0414102737186133. 1513925418 has recharged your account with 30 Taka. 
2025-04-13 19:42,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0413190739151786. 1513925418 has recharged your account with 20 Taka. 
2025-04-12 21:35,telecharge,Multiple matching accounts,10.00,Expense,,,Transaction ID is 0412210159163186. 1513925418 has recharged your account with 10 Taka. 
2025-04-12 20:38,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0412200531153127. 1513925418 has recharged your account with 30 Taka. 
2025-04-12 15:18,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0412144504139987. 1553951638 has recharged your account with 30 Taka. 
2025-04-10 18:21,telecharge,Multiple matching accounts,15.00,Expense,,,Transaction ID is 0410174817157693. 1513925418 has recharged your account with 15 Taka. 
2025-04-10 18:20,telecharge,Multiple matching accounts,10.00,Expense,,,Transaction ID is 0410174748157378. 1513925418 has recharged your account with 10 Taka. 
2025-04-09 08:31,+8801969926075,Multiple matching accounts,900.00,Expense,DPDC,,"Dear Customer, Tk. 900 (Details : Energy Cost:861.4,VAT:42.86:Rebate Amount-4.26) is successfully recharged for Meter no 70039035 and Customer no 32205988. Your meter balance is Tk. 692.71 as on 2025-04-09.  Thanking You,  DPDC."
2025-04-09 00:31,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0408235852162624. 1553947096 has recharged your account with 20 Taka. 
2025-04-09 00:31,16216,Multiple matching accounts,20.00,Expense,,5304662023,"Tk20.00 debited to recharge mobile 01581047578, Your A/C Balance:Tk35.00 TxnId: 5304662023 Date:09-APR-25 12:31:40 am. Pls download https://bit.ly/nexuspay"
2025-04-09 00:29,16216,SMS could not be parsed: NotATransaction,,,,,Tk900.00 paid to DPDC Id 1011 Bill No 32205988 TxnId:5304661727 Fee: Tk.00 Date:09-APR-25 12:29:16 am.
2025-04-08 23:21,16216,Multiple matching accounts,30.00,Expense,,5304618977,"Tk30.00 debited to recharge mobile 01581047578, Your A/C Balance:Tk955.00 TxnId: 5304618977 Date:08-APR-25 11:20:44 pm. Pls download https://bit.ly/nexuspay"
2025-04-08 23:21,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0408224756108302. 1553947096 has recharged your account with 30 Taka. 
2025-04-08 22:50,16216,Multiple matching accounts,20.00,Expense,,5304571534,"Tk20.00 debited to recharge mobile 01581047578, Your A/C Balance:Tk985.00 TxnId: 5304571534 Date:08-APR-25 10:49:35 pm. Pls download https://bit.ly/nexuspay"
2025-04-08 22:49,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0408221647138054. 1553947096 has recharged your account with 20 Taka. 
2025-04-08 21:59,16216,SMS could not be parsed: NotATransaction,,,,,"Cash-In from A/C: ***106 Tk1,000.00 Fee: Tk.00, Your A/C Balance: Tk1,005.00.TxnId:5304499157 Date:08-APR-25 09:59:50 pm. Download https://bit.ly/nexuspay"
2025-04-08 21:58,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0408212508139256. 1513925418 has recharged your account with 20 Taka. 
2025-04-06 12:58,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0406122515151198. 1513925415 has recharged your account with 30 Taka. 
2025-04-05 09:37,telecharge,Multiple matching accounts,50.00,Expense,,,Transaction ID is 0405090425116678. 1513925313 has recharged your account with 50 Taka. 
2025-04-04 14:55,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0404142213170528. 1513925415 has recharged your account with 30 Taka. 
2025-04-04 09:42,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0404090905145042. 1513905199 has recharged your account with 20 Taka. 
2025-04-02 23:34,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0402230115121622. 1513905199 has recharged your account with 20 Taka. 
2025-04-02 17:40,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0402170725170874. 1513905199 has recharged your account with 20 Taka. 
2025-04-02 15:05,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0402143238168667. 1553951638 has recharged your account with 20 Taka. 
2025-04-01 21:34,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0401210151151458. 1553951638 has recharged your account with 30 Taka. 
2025-04-01 08:55,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0401082217145261. 1553980961 has recharged your account with 30 Taka. 
2025-03-31 22:06,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0331213010124213. 1553972530 has recharged your account with 30 Taka. 
2025-03-30 22:02,telecharge,Multiple matching accounts,10.00,Expense,,,Transaction ID is 0330212940106586. 1513905199 has recharged your account with 10 Taka. 
2025-03-29 22:41,telecharge,Multiple matching accounts,35.00,Expense,,,Transaction ID is 0329220831136606. 1513905199 has recharged your account with 35 Taka. 
2025-03-29 15:08,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0329143536153844. 1553983814 has recharged your account with 30 Taka. 
2025-03-28 15:05,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0328143316110508. 1553951638 has recharged your account with 20 Taka. 
2025-03-27 17:54,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0327172201114008. 1553951638 has recharged your account with 30 Taka. 
2025-03-27 09:00,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0327082653127103. 1513925418 has recharged your account with 20 Taka. 
2025-03-25 23:04,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0325223146114172. 1553972530 has recharged your account with 30 Taka. 
2025-03-24 18:56,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0324182403154484. 1513925418 has recharged your account with 20 Taka. 
2025-03-23 11:35,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0323110311156462. 1513925418 has recharged your account with 20 Taka. 
2025-03-22 16:03,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0322153028121119. 1513925418 has recharged your account with 20 Taka. 
2025-03-21 18:52,telecharge,Multiple matching accounts,30.00,Expense,,,Transaction ID is 0321181955144952. 1513925418 has recharged your account with 30 Taka. 
2025-03-20 19:29,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0320185742141834. 1513925418 has recharged your account with 20 Taka. 
2025-03-19 20:06,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0319193431170102. 1513925418 has recharged your account with 20 Taka. 
2025-03-19 17:41,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0319170926169282. 1513925418 has recharged your account with 20 Taka. 
2025-03-17 22:27,telecharge,Multiple matching accounts,20.00,Expense,,,Transaction ID is 0317215511123909. 1513925418 has recharged your account with 20 Taka. 
